post_number,subject,username,date
1,NOTICE OF A SPECIAL MEETING OF SHAREHOLDERS,Dream,2009-12-09
2,http://www.vegasxpress.com/,Dream,2009-12-09
3,Current book value. .16/shr...,Dream,2009-12-09
4,http://www.linkedin.com/pub/john-zilliken/12/440/931,Dream,2009-12-09
5,Vegas is taking note:,timmage,2009-12-09
6,I really like watching the MMs bid up,Dream,2009-12-09
7,I guess the train could be leaving the,RIGATONI,2009-12-09
8,If this deal goes through it is a,Doubloon,2009-12-10
9,"   Yes... We will have ""Smoking""",rstar,2009-12-11
10,Jan. 4th isn't all that far away. I,Dream,2009-12-11
11,X train radio  http://www.lasvegasrailwayexpress.com/X_Train_Radio.html,rstar,2009-12-12
12,work going on,rstar,2009-12-22
13,i wonder what happened?,rstar,2010-01-12
14,The deal was delayed. Check the filings.,Dream,2010-01-12
15,WHEN IS THE SPECIAL MEETING?,rstar,2010-01-12
16,Not too far away.,Dream,2010-01-12
17,LCPM,nosecret,2010-01-28
18,this could get exciting fast!,rstar,2010-01-28
19,"As of January 21, 2010, there were 17,589,686",rstar,2010-01-28
20,hope you guys are paying attention to LCPM!,Mikey,2010-01-30
21,"roy,......float lil over 8mil here......",Mikey,2010-02-10
22,we can practice our patience... i'm holding....,rstar,2010-02-11
23,.09x.21 lolol...........,Mikey,2010-02-25
24,"sommabich, blink once and you miss it ~",Doubloon,2010-02-25
25,.20    that your work ,rstar,2010-02-25
26,"no, i am gonna let everyone in at",Mikey,2010-02-25
27,The temporary site has been updated.......,Stock_DeVille,2010-03-11
28,They had PR today . . . ,grandbob,2010-03-22
29,LCPM has a little volume starting!,XTrain,2010-03-23
30,so whats the skinny here?.........phone have been 'busy',Mikey,2010-03-23
31,The Company moved their office recently.  New,XTrain,2010-03-23
32,"Wow, big movement today",grandbob,2010-03-23
33,"Good solid company, people starting to come over..heres",PennyDayTraders,2010-03-24
34,This is going to get a lot of,XTrain,2010-03-24
35,that must be why the volume has been,grandbob,2010-03-24
36,"just found this, looks like great news!",grandbob,2010-03-24
37,"yeah, i see that bob.......Our Next Official Pick: LCPM!",Mikey,2010-03-25
38,LCPM becomes XTRN tomorrow;,flaflyersfan,2010-03-29
39, www.prweb.com/releases/2010/03/prweb3803154.htm  insert-text-here[,XTrain,2010-03-30
40,http://www.prweb.com/releases/2010/03/prweb3803154.htm,XTrain,2010-03-30
41,this is awesome stuff.........longer term this is a winner!,Mikey,2010-03-30
42,According to both NBC and KVBC news the,The Rainmaker,2010-03-31
43,"Las Vegas Railway Express (""X"" Train) appoints Former",XTrain,2010-03-31
44,Rainmaker wasn't Desert Xpress the stock symbol SOON,baglady,2010-04-01
45,SOON never closed the deal with the Desert,The Rainmaker,2010-04-01
46,"The ""X"" train is completely different than the",XTrain,2010-04-01
47,"Lots bids today between .15-.18, overall they've slowly",grandbob,2010-04-01
48,New Website just up today.....its awesome,Mikey,2010-04-04
49,looks like a little sweet deal !!,raidersoftheloststocks,2010-04-05
50,Have a nice starter pack ....,Stock_DeVille,2010-04-06
51,"seems like a cool deal,like their concept",raidersoftheloststocks,2010-04-06
52,"Awesome day today! up to .245, and apparently",grandbob,2010-04-06
53,Las Vegas Railway Express - 'X' Train Hires,baglady,2010-04-07
54,Las Vegas Sun Times Article Today on The,XTrain,2010-04-14
55,Very quiet here............,Stock_DeVille,2010-04-21
56,NEWS >> NEWS >> NEWS.........,Stock_DeVille,2010-05-13
57,XTRN......pay attention here!!!!,Mikey,2010-05-14
58,"Interview..link....Las Vegas Railway Express, Inc. President/CEO Michael A.",Mikey,2010-05-14
59,"This is an interesting company for sure, just",robbed,2010-05-17
60,"The ""X"" Train Facebook Fan Page has quickly",Mikey,2010-07-19
61,No posts in 2 months while this thing,StocksForBeer,2010-09-16
62,Why are some of the most popular clubs,StocksForBeer,2010-09-16
63,Update on Competitors:,StocksForBeer,2010-09-16
64,"News from July, since the board is a",StocksForBeer,2010-09-16
65,But Amtrak isn't offering gambling all the way,robbed,2010-09-20
66,flat linerrrrrrrrrrrrrrrr,cifikea,2010-09-29
67,This seems like a great company but they,skaman4545,2010-12-01
68,anyone still playing this badboy,socalfire,2011-03-13
69,just following.......http://apps.attainresponse.com/upl/xtrain@comf5-com/1300136,Mikey,2011-03-14
70,is everything current in the ibox,socalfire,2011-03-15
71,is this company going to be up and,greenthumb420,2011-07-14
72,10/6/11 FULLERTON – City officials have jumped on,Pic,2011-10-07
73,XTRN: Got themselves a real deal Railroad guy,The Rainmaker,2011-10-07
74,"Yes, I saw that yesterday Rainmaker. It's the",Pic,2011-10-07
75,That new Chairman most likely wouldn't be wasting,The Rainmaker,2011-10-07
76,"XTRN Shares Outstanding 	42,423,875 	a/o Jul 29, 2011",Pic,2011-10-07
77,"XTRN, I was looking at the Business Operations",Pic,2011-10-24
78,XTRN on facebook:,Pic,2011-10-24
79,"If the X train was firing up soon,",Pic,2011-10-24
80,XTRN's new Chairman: (also 8K),Pic,2011-10-24
81,"""Las Vegas Railway Express is turning out to",Pic,2011-10-26
82,"Las Vegas Railway Express, Inc. - ""X"" Train",Pic,2011-11-02
83,XTRN 8K 11/2/11:,Pic,2011-11-02
84,10Q posted:,Pic,2011-11-18
85,Is the Xtrain becoming a reality? I sure,Pic,2012-01-20
86,There is plenty of activity on the social,Pic,2012-01-20
87,They even have a X Train Live on USTREAM.,Pic,2012-01-20
88,Interesting to see the XTrain pull out of,Pic,2012-01-20
89,The PR team has been active as of,steelwheels,2012-01-20
90,Anyone accumulating shares of XTRN at .10 I,steelwheels,2012-01-21
91,I am really starting to take notice with,Pic,2012-01-22
92,Haven't noticed much of a share increase in,Pic,2012-01-22
93,I noticed the X Train facebook page has,Pic,2012-01-22
94,I think they have their ducks in order.,steelwheels,2012-01-22
95,Los Angeles to Las Vegas via luxury train!,steelwheels,2012-01-22
96,"Hmmm, I may have to buy myself a",snowgeek,2012-01-24
97,Still watching myself snowgeek. I followed it a,Pic,2012-01-25
98,Clearly XTRN is getting itself on track. Train,steelwheels,2012-01-25
99,Bid now getting filled at .10,steelwheels,2012-01-25
100,Just found this article on the chairman:,Pic,2012-01-25
101,Sounds like he is doing well. I received,steelwheels,2012-01-26
102,"Good to hear, maybe there is hope for",Pic,2012-01-26
103,I was asking them about future profits and,steelwheels,2012-01-26
104,Thanks for the reply steelwheels. The company is,Pic,2012-01-26
105,A post from FB:,Pic,2012-01-27
106,Good time to be accumulating...XTRN will get it,steelwheels,2012-01-31
107,Beluga whale is on board for ride,belugawhale,2012-01-31
108,XTRN FB reply:,Pic,2012-01-31
109,Welcome Aboard,steelwheels,2012-02-02
110,"Belugawhate, are you from Alaska? Great railroad there.",Pic,2012-02-02
111,I am surprised at the lack of volume,steelwheels,2012-02-02
112,Sounds ambitious (15 Cars),steelwheels,2012-02-07
113,Nice volume today XTRN,Pic,2012-02-08
114,Nice volume indeed. All aboard the XTRN! Its,steelwheels,2012-02-08
115,"10Q, 2/14/12:",Pic,2012-02-28
116,"Shares Outstanding 	44,469,262 	a/o Feb 14, 2012",Pic,2012-02-28
117,"Great news for XTRN: ""Well, we have received",steelwheels,2012-03-03
118,The NDOT conducted a comprehensive interview process with,Pic,2012-03-08
119,XTRN Ground Floor Opportunity!!!,steelwheels,2012-03-09
120,"8K On January 9, 2012, Las Vegas Railway",Pic,2012-04-11
121,Las vegas Railway Express Update:,steelwheels,2012-04-25
122,"Shares Outstanding 	53,865,587 	a/o Apr 27, 2012",Pic,2012-05-10
123,New filings 5/11/12:,Pic,2012-05-14
124,"Authorized Shares 	200,000,000 	a/o May 01, 2012",Pic,2012-05-14
125,Mr. Tom Mulligan commented on his election to,Pic,2012-05-14
126,How to Build a Vegas X Train.wmv :,Pic,2012-05-15
127,2 new filings today:,Pic,2012-05-17
128,http://www.vegasxtrain.com/index.html,Pic,2012-06-06
129,"""12,000,000 travelers from the Southern California metropolitan area",Pic,2012-06-06
130,Our primary goal is profitability. We believe we,Pic,2012-06-06
131,"New X Train COO Delivers ""Experience of a Lifetime""",Pic,2012-07-03
132,"8K From June 21, 2012 to July 10,",Pic,2012-07-16
133,"Las Vegas Railway Express, Inc. Adds New COO,",Pic,2012-07-17
134,L2 has been adjusting quiet a bit this,Pic,2012-07-26
135,"8K  Including sales previously disclosed, from May",Pic,2012-07-26
136,"XTRN, Another day uptick PPS and bigger volume.",Pic,2012-07-27
137,"Las Vegas X Train Chooses ""Green"" R&O Construction Company",CkingAlpha,2012-08-07
138,Posts Improved 10Q?? Millions of shares sold @ .05,Pic,2012-08-10
139,Train operations are scheduled to begin in late 2013.,Pic,2012-10-12
140,"Las Vegas Railway Express, Inc. -- ""X"" Train",BettingAngles,2012-10-17
141,"Form 8-K for LAS VEGAS RAILWAY EXPRESS, INC. ",BettingAngles,2012-10-17
142,"Las Vegas Railway Express, Inc. Completes $2,282,000 Private Offering",BettingAngles,2012-10-17
143,<DELETED>,<DELETED>,2012-10-17
144,Looks like we might have a winner HERE,BettingAngles,2012-10-17
145,Quite a few shares dumped on the bid,Pic,2012-10-17
146,<DELETED>,<DELETED>,2012-10-17
147,<DELETED>,<DELETED>,2012-10-17
148,The X Train Team!,BettingAngles,2012-10-19
149,Vice Presidential Candidate to Speak at Southern California,BettingAngles,2012-10-24
150,Nice volume. Great to be able to sell,Pic,2012-10-25
151,<DELETED>,<DELETED>,2012-10-25
152,<DELETED>,<DELETED>,2012-10-25
153,"Market Value	$23,608,835 	a/o Oct 26, 2012",Pic,2012-10-31
154,Looks like some more dumping on the bid today.,Pic,2012-11-02
155,Another day of shares dumped on bid. Wow!,Pic,2012-11-08
156,hmmm...very!,Roy London,2012-11-13
157,"Las Vegas Railway Express, Inc. (OTCQB: XTRN) today",Pic,2012-11-15
158,"Las Vegas Railway Express, Inc. (LVRE) (OTCQB: XTRN)",Pic,2012-11-16
159,Plenty of dumping on big news today.,Pic,2012-11-16
160,"Repeat news, and more dumping on the bid.",Pic,2012-11-20
161,Barron said the X Train would initially run,Pic,2012-11-20
162,VERT on the ask today.,Pic,2012-11-20
163,http://news.yahoo.com/calif-vegas-party-train-could-hit-tracks-2013-082440105--f,mgland,2012-11-23
164,Success City Radio Show Talks with the Vegas,Pic,2012-11-27
165,Looks like more dumping of shares on the,Pic,2012-11-29
166,Party Train To Shuttle Partying Passengers from California,Pic,2012-11-29
167,Sell off today. .085 x .10,Pic,2012-11-30
168,.08 x .09 this a.m.  More dumping,Pic,2012-12-03
169,.11 x .115  ... Nice little bounce,Pic,2012-12-03
170,"The Las Vegas Railway Express, Inc. (Vegas X",Pic,2012-12-04
171,".078 x .08 with 380,000 on the ask...WOW!",Pic,2012-12-04
172,.073 x .079 big blocks on the ask.,Pic,2012-12-05
173,volume off the lower bollie... interesting!,Roy London,2012-12-08
174,All those .07's and .08's are looking good,Pic,2012-12-11
175,I just discovered this today!  And it's,SwerveCity,2012-12-11
176,"On December 10, 2012, the Company engaged BDO",Pic,2012-12-12
177,"I live in vegas, Would you guys like",ChartDad101,2012-12-14
178,BIG MARKET GREEN TRANSPORTATION PARTY ON WHEELS AND,Stockguru55,2013-01-10
179,It's going to be a huge success. A,To theTop,2013-03-08
180,Interesting XTRN Video: http://www.youtube.com/watch?v=SRDg_pvfaEg,Cfoxx,2013-03-20
181,WHAT A BULLET TRAIN !!  HOW IS,Mr Chow,2013-04-05
182,Had my eye on this for a long,jmoney13,2013-04-25
183,I think it's low risk/high reward.  I,SwerveCity,2013-04-25
184,Thanks for the info. SwerveCity.  I really,jmoney13,2013-04-25
185,No prob!  And when this thing takes,SwerveCity,2013-04-25
186,That sounds like a good plan.  I,jmoney13,2013-04-25
187,The Company estimates that it will need to,Pic,2013-06-11
188,Sooooo is this good news or bad news?,SwerveCity,2013-06-11
189,How much $ has been raised so far?,SwerveCity,2013-06-11
190,"XTRN, R/S vote  20:1",Pic,2013-06-17
191,Over 1 million volume and trading down...R/S must,Pic,2013-07-17
192,I agree.  Picked up some more shares,SwerveCity,2013-07-18
193,",,,,,,,WAKE UP MG....TRAIN NEWS AH!!! CHOOOO CHOOOO--MONEYMADE",MONEYMADE,2013-07-23
194,",,,,,,News out. COVER YOUR SHORT:",MONEYMADE,2013-07-23
195,LOL.  	[yt]SvsAqkOhI48[/yt],mgland,2013-07-23
196,Volume today. R/S must be soon.,Pic,2013-07-26
197,"ask 900,000 shares @ .05  wow, that",Pic,2013-07-26
198,Im assuming it's going to be Monday.... volume,SwerveCity,2013-07-26
199,Exactly what it looks like. Pretty ruthless,Pic,2013-07-26
200,Im not enjoying any of this :(,SwerveCity,2013-07-26
201,XTRN Cancels RS,HDOGTX,2013-09-24
202,XTRN Breaking material events...,HDOGTX,2013-09-24
203,nice 8-K out ! cancelling the R/S >>,balamidas,2013-09-24
204,XTRN the Company estimates that the train service,HDOGTX,2013-09-24
205,that is HUGE $$$ 10 cents + soon,balamidas,2013-09-24
206,$XTRN @ .046!,Estrella,2013-09-24
207,XTRN in Play $$,B-Money,2013-09-24
208,"yes, XTRN was over .10 before the co",HDOGTX,2013-09-24
209,0.047 hitting >>50 ma boom coming from 0.05,balamidas,2013-09-24
210,R/S is a small one,[SMART MONEY] ,2013-09-24
211,"was  ,no more R/S the co believes",balamidas,2013-09-24
212,PR is coming with launch of train service,balamidas,2013-09-24
213,EVEN BETTER!,[SMART MONEY] ,2013-09-24
214,i think we will see a big PR,balamidas,2013-09-24
215,"Hit that ask, and run this train.",Pic,2013-09-24
216,"PR out afterhours $$%% Las Vegas Railway Express,",balamidas,2013-09-25
217,Excellent news I think this train gonna move,powerbattles,2013-09-25
218,50 ma boom inplay on XTRN chart $$$,balamidas,2013-09-25
219,dunno...they need a lot of dough to get,sandtrap246,2013-09-25
220,Pretty quiet here today!,BigIbby,2013-09-25
221,just waiting to see how much lower this,sandtrap246,2013-09-26
222,What are your thoughts? I would think we,BigIbby,2013-09-26
223,idk...I could be wrong but I think this,sandtrap246,2013-09-28
224,Cancelled the r/s smart move. This could go,The Rainmaker,2013-09-29
225,Are they still on for test runs this month?,DayTradinGuy,2013-10-03
226,I read there was a test scheduled for,Pic,2013-10-03
227,"XTRN, looks like another shorting attempt today.",Pic,2013-10-07
228,XTRN near 52 week low.,Pic,2013-10-07
229,"Im not surprised its at a low, Im",kschleg,2013-10-09
230,"I've been selling, buying, selling, buying... I'm running",SwerveCity,2013-10-10
231,"You should sell, then you don't have to",Pic,2013-10-10
232,sorry for your loss.  I didt read,kschleg,2013-10-10
233,IMO the candle sticks talk wait a little,renepohland,2013-10-21
234,Building a position here...not much volume so I,figs721,2013-11-13
235,The XTRN train project is cancelled,DD360,2013-11-14
236,Its probably for the best.. we have an,figs721,2013-11-14
237,The Chart is setting up for a breakout,figs721,2013-11-14
238,So the Reverse Split is Happening?  :(,Milesblue42,2013-11-24
239,Masterpiece Cuisine and a R/S tomorrow. Doesn't appear,Pic,2013-11-25
240,"Las Vegas Railway Express, Inc. Completes $1.75 Million Financing",powerbattles,2013-11-26
241,"I get it, it was probably equity financing",SIRIUS,2013-11-27
242,XTRN one for 20 reverse split:,Renee,2013-11-29
243,xtrnd new symbol,figs721,2013-12-02
244,Were did my stock go I thought they,kingman,2013-12-21
245,Go XTRN!!!  Been waiting a long time,Dover Man,2014-02-11
246,Am I the only sucker on this train?,superjohnny28,2014-04-01
247,"Fat Yankee likes XTRN,  all aboard!",Fat yankee,2014-05-22
248,Found the Xtrain in Vegas!,ChartDad101,2014-06-27
249,MORE NEWS,INTHEKNOW1,2014-08-12
250,XTRN ready to Move up!!,BULL CHARGE,2014-08-21
251,8/25/2014  - Form 4's:,Pic,2014-08-28
252,vote on increasing the amount of common stock,Pic,2014-08-29
253,Looks like this $XTRN is running off the,Penny Profit Prophet ,2014-09-03
254,"Loaded low .01s, let's see...",janitor_unbound,2014-09-05
255,XTRN Big things coming here got the mail,BULL CHARGE,2014-09-09
256, XTRN  0.03 - Targets 0.11 / 0.17,trader53,2014-09-12
257,any day now and this will be off,figs721,2014-09-23
258,Maybe. picked a few low .01's just in,Pic,2014-09-23
259,What's going on here? I see VFIN is,mayerxx,2014-09-30
260,BMAK and VNDM selling now.  No bid support.,benchman,2014-09-30
261,The good: nice form 4s. The bad: a/s,polkat,2014-10-01
262,Bought some at .007.  I know this,benchman,2014-10-02
263,I just added @ .0061,janitor_unbound,2014-10-02
264,I added more here at .0058.,benchman,2014-10-02
265,"Nice buy down here, XTRN",HIFI,2014-10-02
266,Hopefully so :-),benchman,2014-10-02
267,"VNDM bought shares at .006 about 300,000",HIFI,2014-10-02
268,That is a good sign.  They were,benchman,2014-10-02
269,Looks like the company has some big things,HIFI,2014-10-02
270,Nice bid at .006!,benchman,2014-10-02
271,cross trade at .0059 seller should be gone ,HIFI,2014-10-02
272,"Well, I don't have level 2 today, but",benchman,2014-10-02
273,VNDM on the ask .007 and CDEL then,HIFI,2014-10-02
274,"Yeah, that was my guess.  Knock him",benchman,2014-10-02
275,8 red days in a row.  Time,benchman,2014-10-02
276,will there be revenue on the next Q?,JohnnyBlaze,2014-10-03
277,Don't know.  That would be a great,benchman,2014-10-03
278,"I know it's early, but .01's are up,",benchman,2014-10-03
279,VNDM at .008 now.,benchman,2014-10-03
280,Knock out VNDM and it's pretty much clear,benchman,2014-10-03
281,"Wow, 500 share bid paint at .0063.",benchman,2014-10-03
282,"CANT almost gone at .008, just need to",benchman,2014-10-03
283,"5,000 share bid paint at .007.",benchman,2014-10-03
284,CANT gone from .008.  Just need to,benchman,2014-10-03
285,".008's gone, .009's up.  CSTI put a",benchman,2014-10-03
286,CSTI needs to wake up this is going,HIFI,2014-10-03
287,Company is doing better now than ever and,HIFI,2014-10-03
288,XTRN will be reporting revenues for the 3rd quarter,HIFI,2014-10-03
289,XTRN Train Club X**Revenues for 3rd Q**DD ,HIFI,2014-10-03
290,Great post!,benchman,2014-10-03
291,0.009 UP,John753,2014-10-03
292,Nice DD,John753,2014-10-03
293,"Thanks, CSTI retail needs to move some of",HIFI,2014-10-03
294,"Yeah, he would be smart to break his",benchman,2014-10-03
295,thanks John,HIFI,2014-10-03
296,"Yep XTRN hasn't even started yet, .05 is",HIFI,2014-10-03
297,Current Report Filing (8-k) Out,John753,2014-10-03
298,"Yep, thanks John pick up the cheap shares",HIFI,2014-10-03
299,AS increased to 500M from 200M.  VNDM,benchman,2014-10-03
300,1M shares bought at .0067.,benchman,2014-10-03
301,Was that 1 million ask hit at 0.0067,John753,2014-10-03
302,"Damn, wish I had some cash to get",benchman,2014-10-03
303,Someone believe big here,John753,2014-10-03
304,VNDM moved off to .03!!,benchman,2014-10-03
305,Liking that big buy,HIFI,2014-10-03
306,"VNDM gone now, looks like he just had",HIFI,2014-10-03
307,yup,John753,2014-10-03
308,Just retail on the ask now looking good,HIFI,2014-10-03
309,Yep!  BMAK up at .012 is the,benchman,2014-10-03
310,"and he has nothing, he sold yesterday ",HIFI,2014-10-03
311,XTRN Club X Train cars has climbed to,HIFI,2014-10-03
312,Looks like I was right!  GREEN CLOSE!,benchman,2014-10-03
313,"Yes, great day today eyes are on XTRN",HIFI,2014-10-03
314,Nice chart. Bounce time Here?,jprise,2014-10-04
315,XTRN Train Club X Revenues for 3rd Q**DD,HIFI,2014-10-04
316,Should be fun ride here,John753,2014-10-04
317,I agree pps at a low and the,HIFI,2014-10-05
318,Pre-market trade,benchman,2014-10-06
319,"After retail at .0078, then there is retail",benchman,2014-10-06
320,"XTRN will go to .02 fast, shares down",HIFI,2014-10-06
321,.009's up!,benchman,2014-10-06
322,Nice hit at .0077 just one pig at .009,HIFI,2014-10-06
323,"Yep, and it's a retail one.",benchman,2014-10-06
324,"So, I left work around 9:40am this morning.",benchman,2014-10-06
325,Someone must not know XTRN is going above .02,HIFI,2014-10-06
326,LOL XTRN could be trading at that price soon,HIFI,2014-10-06
327,That would be nice!  Definitely possible at,benchman,2014-10-06
328,"Yep, I think so",HIFI,2014-10-06
329,5K paint job at .0077...,benchman,2014-10-06
330,500K buy at .009.  Nice!,benchman,2014-10-07
331,More hits at .009.  Just retail there (ATDF).,benchman,2014-10-07
332,This is what is in front of us boys:,benchman,2014-10-07
333,someone is buying XTRN nice hits,HIFI,2014-10-07
334,Almost a million bought at .009.,benchman,2014-10-07
335,Nice action at 0.009,John753,2014-10-07
336,BKRT on bid now,John753,2014-10-07
337,Nice and CANT at .0087 XTRN,HIFI,2014-10-07
338,Nice,John753,2014-10-07
339,BKRT moved his bid at 0.0088 now,John753,2014-10-07
340,"great, maybe XTRN will go soon",HIFI,2014-10-07
341,yup,John753,2014-10-07
342,CSTI at .0089 now,HIFI,2014-10-07
343,Lets see if we get some ask hits here,John753,2014-10-07
344,Bids stacking!,benchman,2014-10-07
345,NITE came down from .0095 and whacked .0088.,benchman,2014-10-07
346,"big buying & small whacks, not a bad",HIFI,2014-10-07
347,I would agree!,benchman,2014-10-07
348,BKRT is on the bid and ask to start.,benchman,2014-10-08
349,"Only 352,000 shares have gone through BKRT this",HIFI,2014-10-08
350,"1,000 share bid paint at .008.  Someone",benchman,2014-10-08
351,XTRN**SS update 10/6 float 24 Mil  http://www.otcmarkets.com/stock/XTRN/p,HIFI,2014-10-08
352,That is awesome.  Check out the SS,benchman,2014-10-08
353,BKRT top bid again.,benchman,2014-10-08
354,"BKRT now on bid and ask, just like",benchman,2014-10-08
355,VNDM brought his shares down to .0069.,benchman,2014-10-08
356,Showing 176K on L2,John753,2014-10-08
357,Yep!,benchman,2014-10-08
358,Would not take much to get back over,benchman,2014-10-08
359,200K was added to that by ATDF (Ameritrade).,benchman,2014-10-08
360,Low volume drop today.,benchman,2014-10-08
361,Yes most likely retail but many brokers trade,HIFI,2014-10-08
362,"3,500 share bid paint at .006",benchman,2014-10-08
363,I wonder if that's BKRT getting filled at bid,John753,2014-10-08
364,could be covering shorts,HIFI,2014-10-08
365,Nice opportunity here imo ;)Cheers,Impacto,2014-10-08
366,"Ask is .006, looks like some retail want",HIFI,2014-10-08
367,Tomorrow is gonna be nice here imo ;)Cheers,Impacto,2014-10-08
368,that .005 should be on many peoples raiders tomorrow,HIFI,2014-10-08
369,Hopefully we'll start seeing some ask hits tomorrow,John753,2014-10-08
370,Company will have to put some news out,HIFI,2014-10-09
371,yup,John753,2014-10-09
372,took a starter here with ya at .003,king koopa,2014-10-13
373,company worth much more than what the pps,HIFI,2014-10-13
374,OMG huge buy right now ;)Cheers,Impacto,2014-10-13
375,$XTRN on watch here. Dipping levels are in >>,Penny Roger$,2014-10-14
376,"No offense-But, delisting is next, IMO. GLTY",BettingAngles,2014-10-14
377,<DELETED>,<DELETED>,2014-10-14
378,"Here we go guys, toxic MM is gone ;)Cheers",Impacto,2014-10-14
379,XTRN is GONE-No operations--Turned out to be a SCAM..,BettingAngles,2014-10-14
380,Looks like it wants to go!! Let's see,Money Robber picks,2014-10-14
381,XTRN will have some revenue for the 3rd,HIFI,2014-10-14
382,"Looking good.  Lot's of bid support, and",benchman,2014-10-15
383,"Besides a green day, I would like to",benchman,2014-10-15
384,"After these million or so from CDEL, there",benchman,2014-10-15
385,.0031's hittin!,benchman,2014-10-15
386,BOOM!  Over 2M in volume!,benchman,2014-10-15
387,took a starter here.  I saw the,The Beef,2014-10-15
388,Nice!  Welcome aboard.  NITE moved off,benchman,2014-10-15
389,Looks ready,Money Robber picks,2014-10-15
390,I have been watching for a couple of,The Beef,2014-10-15
391,Definitely!  Just have to keep an eye,benchman,2014-10-15
392,"honestly, I don't think he has that much.",The Beef,2014-10-15
393,I agree.  I expect us to see,benchman,2014-10-15
394,can you imagine if they put out any,The Beef,2014-10-15
395,Nice action at ask to-day.,John753,2014-10-15
396,.0033's almost gone.,benchman,2014-10-15
397,.0038's up!,benchman,2014-10-15
398,So so thin unbelievable;)Cheers,Impacto,2014-10-15
399,Getting on people's radar - nice chart,wealththrupennies,2014-10-15
400,as a mod want to put the beautiful,king koopa,2014-10-15
401,"we have room for another mod, busy today",HIFI,2014-10-15
402,I'll do it. EDIT: Done :-),benchman,2014-10-15
403,BMAK came down to .003.,benchman,2014-10-15
404,"nice, sucks to see the .003 bid get",king koopa,2014-10-15
405,"Maybe once he gets knocked out this time,",benchman,2014-10-15
406,"BTW, someone has wanted 1.7M shares at .0025",benchman,2014-10-15
407,"I guess BMAK only had 10K remaining, lol",benchman,2014-10-15
408,"BMAK at .0099 now, and VNDM at .005.",benchman,2014-10-15
409,"1,000 share bid paint at .0029.  Hmmm,",benchman,2014-10-15
410,"When this starts getting more eyes on it,",The Beef,2014-10-15
411,Good close!  Chart looks very very nice.,benchman,2014-10-15
412,"BMAK didn't have many shares, wonder if he",HIFI,2014-10-15
413,I really hope XTRN has a hand in,HIFI,2014-10-15
414, XTRN  0.003 - Targets 0.01 / 0.02 /,trader53,2014-10-16
415, XTRN  Profile/News Filings,trader53,2014-10-16
416, XTRN  Trend Analysis,trader53,2014-10-16
417, XTRN  Share Structure,trader53,2014-10-16
418,BIG HITS at .0034!!,benchman,2014-10-16
419,XTRN nice ask hits at open,John753,2014-10-16
420,"Yep, float is small for the pps",HIFI,2014-10-16
421,yup,John753,2014-10-16
422,CANT sucking up shares at .0033.,benchman,2014-10-16
423,Here we go guys ;)Cheers,Impacto,2014-10-16
424,You taking out .0034?,benchman,2014-10-16
425,He sure is,John753,2014-10-16
426,"CANT at the bid still .0033, NITE moved",benchman,2014-10-17
427,Bidding for more,Money Robber picks,2014-10-20
428,.0034 Hit,HIFI,2014-10-20
429,I think the run from Cal to Vegas,HIFI,2014-10-20
430,"pps is so cheap, good time to take",HIFI,2014-10-20
431,XTRN/Santa Fe Southern Railway suspends operations,Pic,2014-10-20
432,"Thanks for that Pickle, but the run from",HIFI,2014-10-20
433,Been following them for a while. They just,Pic,2014-10-20
434,You do know that video is from Mar,Pic,2014-10-20
435,"They tried out the run Santa Fe run,",HIFI,2014-10-20
436,"Yep, like I said still in the works",HIFI,2014-10-20
437,Last 0.0034 guys ;)Cheers,Impacto,2014-10-20
438,"Hit that .0034!  After that .0036, then .004.",benchman,2014-10-20
439,I think mm at .004 is empty,HIFI,2014-10-20
440,New MM on the ask.  AYME.,benchman,2014-10-20
441,"I have never seen him before, Not sure",HIFI,2014-10-20
442,First time for me as well.,benchman,2014-10-20
443,"CSTI selling, other sellers at .0033",HIFI,2014-10-21
444,XTRN News http://www.marketwired.com/press-release/las-vegas-railway-express-inc,HIFI,2014-10-21
445,Nice news.,John753,2014-10-21
446,XTRN ask .0025 float under 30 Mil LOL,HIFI,2014-10-21
447,VNDM gone,John753,2014-10-21
448,Time to buy is now XTRN,HIFI,2014-10-21
449,With SS itself this is cheap ,John753,2014-10-21
450,Yep,HIFI,2014-10-21
451,News**LA to Vegas on the Western Alignment Plan,HIFI,2014-10-21
452,Looks like iHUB hasn't caught up with news yet,John753,2014-10-21
453,"I know, trying to get it out maybe",HIFI,2014-10-21
454,Hopefully others will notice too.,John753,2014-10-21
455,AYME on ask we not going anywhere,Money Robber picks,2014-10-21
456,Retail traders are really stupid for selling in,HIFI,2014-10-21
457,Great news!  Too bad the stock is,benchman,2014-10-21
458,AYME will push her down. I'll be back,Money Robber picks,2014-10-21
459,People are buying now at .002 more big,HIFI,2014-10-21
460,AYME Gone for now,HIFI,2014-10-21
461,Hopefully those shares are going into strong hands,John753,2014-10-21
462,"Not many on the XTRN board, not sure",HIFI,2014-10-21
463,I wonder who is buying too,John753,2014-10-21
464,Over 8.5 million in volume already to-day,John753,2014-10-21
465,"Big things coming from the pr,",HIFI,2014-10-21
466,22M on the bid!!!!!!!!!!!,benchman,2014-10-21
467,22 million bid at 0.002 ;)Niceeeeeeee;)Cheers,Impacto,2014-10-21
468,could make a very nice candle on the,cbo,2014-10-21
469,And VFIN moved right away lol ;)Cheers,Impacto,2014-10-21
470,"Nice bid, buys coming in now",HIFI,2014-10-21
