post_number,subject,username,date
1,"WITD ~ 8K...12/28/12, Changes in Control of Registrant,",kimzerfantastik,2012-12-28
2,"Name change /AS increase,",kimzerfantastik,2013-01-09
3,"Pitooey!, Inc.,",kimzerfantastik,2013-01-13
4,01/16/13...White Dental Supply Pivots into Social Media and,kimzerfantastik,2013-01-16
5,Now following board. Greetings K. Odd seeing you,TMcNasty,2013-01-30
6,1/30/2013...PITOOEY!™ announced today ongoing patent and trademark filing,TMcNasty,2013-01-30
7,Prolly need a symbol change here b4 anything,TMcNasty,2013-01-30
8,"Whats in the kettle, brewmaster?",soggy,2013-01-30
9,"The name of White Dental Supply, Inc. will",YeralHax,2013-01-30
10,I dunno. Maybe just spit. PITOOEY!!!,TMcNasty,2013-01-30
11,Symbol change as well? Do we know the,TMcNasty,2013-01-30
12,I believe there will be a symbol change,YeralHax,2013-01-30
13,nice setup for $ WITD  & DDAmanda info,PromoStalker,2013-01-30
14,"White Dental Supply, Inc., WITD, changed to Pitooey!",Renee,2013-02-06
15,lol. now that's funny. i hope they have,"lucky,mydog",2013-02-06
16,hahaha....that hit my funny bone too. Puhtooie on Pitooie.,Renee,2013-02-06
17,I hope PTOO goes PZOO for me.,TMcNasty,2013-02-07
18,Trade you pig!,TMcNasty,2013-02-15
19,"Burning some ""Midnight Oil"" ",TraderTrisha,2013-02-16
20,<DELETED>,<DELETED>,2013-02-16
21,Anything is possible.,TMcNasty,2013-02-18
22,PITOOEY! Concludes Successful Week as Sponsor of the,Awaken,2013-02-20
23,PTOO Aim-High Profits Article for Reference,Awaken,2013-02-20
24,"PTOO recent name change from WITD, new beginnings",Awaken,2013-02-20
25,Follow Pitooey blog entries - http://pitooey.com/category/news/,Awaken,2013-02-20
26,<DELETED>,<DELETED>,2013-02-20
27,Found a pic on Instagram of the PTOO,Awaken,2013-02-21
28,Pitooey is looking good!!!,nit2win,2013-02-21
29,"02/21/13...PITOOEY!, Inc. Announces Formation of New Subsidiary Rockstar",kimzerfantastik,2013-02-21
30,Nice! Now it just needs to trade dangit!,TMcNasty,2013-02-21
31,This initial trading volume looks like the calm,nit2win,2013-02-22
32,It lives!,Jbob,2013-02-22
33,Something tells me we might see some big,bigfish1972,2013-02-23
34,Pitooey! is definitely on my watch list!!!,nit2win,2013-02-24
35,PTOO definitely one to watch with recent name,Awaken,2013-02-24
36,"Added to my list, Looks to be coming",RobertJames,2013-02-25
37,I think you've got the right mindset. There,Awaken,2013-02-25
38,"Choice One Mobile, a subsidiary of PITOOEY!, Inc.,",Awaken,2013-02-26
39,"More news from PTOO today, looks like this",Awaken,2013-02-26
40,PTOO CEO Jacob DiMartino’s Featured interview with CEOnews.TV,Awaken,2013-02-26
41,"EquityNet Research Initiates Analyst Coverage on PITOOEY!, Inc.",RobertJames,2013-02-27
42,"Nice, PTOO getting consistent news now. Could be",Awaken,2013-02-27
43,I have a feeling that Pitooey! will soon,nit2win,2013-02-27
44,Why you no trade today PTOO?,TraderTrisha,2013-02-27
45,They have quite an innovative approach of targeting,Awaken,2013-02-27
46,PTOO - EquityNet Research Report-> http://www.equitynet.net/pics/PTOO-Report-Fin,Awaken,2013-02-27
47,Placing this one on my watch list my,Trth4Sail,2013-03-03
48,Definitely one to have on watch IMO. Good morning,Awaken,2013-03-04
49,PITOOEY! Inc. (PTOO) Engages Crystal Research Associates,RobertJames,2013-03-07
50,"nice news, looks like PTOO will have some",Awaken,2013-03-07
51,Waitin' for the dump before the pump............... PTTTTTTTTTTTTTTOOOOOOOOOOOO,investorcg,2013-03-07
52,WAITING FOR THE DROP. ANYDAY NOW.,K00LAID_4SALE,2013-03-07
53,;),TMcNasty,2013-03-08
54,Pitooey! - The Story (Part 1) - *YouTube Video*,Awaken,2013-03-09
55,That is well done. This one is watchlisted,TMcNasty,2013-03-09
56,"I know, right... Lol. Definitely building up my",Awaken,2013-03-09
57,You'll be waiting a looong time for that,nit2win,2013-03-11
58,KOOLAID is for kids....,nit2win,2013-03-11
59,"Professionally made video, nice. Now drop, plz :)",Big_Money_Upward,2013-03-11
60,"03/21/13 - PITOOEY!, Inc. Proudly Announces the Launch",Awaken,2013-03-21
61,I hear great things are coming for this,nit2win,2013-03-25
62,50 days and 12 hours...,stockmeupnow,2013-03-26
63,Imagine once it goes nationwide this puppy will,Awaken,2013-03-26
64,03/28/13...PITOOEY!™ Has Announced Massive Expansion Into 50 New,kimzerfantastik,2013-03-28
65,Been following their site...looks like PTOO could be,Awaken,2013-03-28
66,Annual report out.,Jbob,2013-04-01
67,"PTOO 50 states in 50 days, been a",Awaken,2013-04-05
68,"PTOO follow on Facebook, new cities/states announced daily->>",Awaken,2013-04-05
69,"Updated iBox to reflect new cities added, I",Awaken,2013-04-05
70,Wow!!! I can't wait for the Pitooey app,nit2win,2013-04-05
71,"Once fully launched, id expect major attention. PTOO",Awaken,2013-04-05
72,Already have their app on my iPhone ;-)Waiting,Trth4Sail,2013-04-06
73,"Nice! Not in my city yet, lol, but",Awaken,2013-04-06
74,Aim High Pitooey!,Jbob,2013-04-07
75,This one looks very interesting; will look to,Black Dog 53,2013-04-07
76,Woohoo....The Pitooey! app is slowly but surely taking,nit2win,2013-04-07
77,http://www.aimhighprofits.com/ptoo-5050-sma-unleashes-pitooey-stock-this-week-25,TMcNasty,2013-04-07
78,Lol. Whats up buddy.,A_1daytrader,2013-04-07
79,<DELETED>,<DELETED>,2013-04-07
80,Lol. I bet.,A_1daytrader,2013-04-07
81,Looks good.,A_1daytrader,2013-04-07
82,Let's roll.,A_1daytrader,2013-04-07
83,This one looks ripe,Kenswift,2013-04-08
84,PTOO has a real product,Kenswift,2013-04-08
85,I wonder when we start to see trading.,Kenswift,2013-04-08
86,Would love to see this start at .60,Kenswift,2013-04-08
87,Me?,chris8sirhc,2013-04-08
88,How many have you found so far?,chris8sirhc,2013-04-08
89,I forgot to take my clotamin today. ,chris8sirhc,2013-04-08
90,Probably Monday,chris8sirhc,2013-04-08
91,Clotamin reference. Epic.,TMcNasty,2013-04-08
92,"Real product, real company. Think any blocks down",Awaken,2013-04-08
93,<DELETED>,<DELETED>,2013-04-08
94,Gonna add that Dip when it comes with this~,Flex,2013-04-08
95,My favorite is the New Orleans poster :D,Big_Money_Upward,2013-04-08
96,<DELETED>,<DELETED>,2013-04-08
97,<DELETED>,<DELETED>,2013-04-08
98,"Guys, spam on the boards you speculate on.",Awaken,2013-04-08
99,Yep!,weemac,2013-04-08
100,Just watching the grass grow here,weemac,2013-04-08
101,Birds chirping! Eh.,A_1daytrader,2013-04-08
102,"Nope, quiet here ;",weemac,2013-04-08
103,Lol yeah.,TMcNasty,2013-04-14
104,<DELETED>,<DELETED>,2013-04-14
105,I smell a winner :),Big_Money_Upward,2013-04-15
106,"8-k On April 16, 2013, Frederick Lawrence submitted",Big_Money_Upward,2013-04-19
107,Lol. I'm waiting. They gonna need some money,Kenswift,2013-04-19
108,"Yeah me too, especially with that bid down",Big_Money_Upward,2013-04-19
109,PTOO is picking up steam here,DITRstocks,2013-05-02
110,"double bottom here already,  a dollar holds",DITRstocks,2013-05-02
111,"Hey, DITR! Agreed, double bottom could be a",Aufklaerung,2013-05-02
112,"Long time, no see, Big_Money! Still around $PTOO?",Aufklaerung,2013-05-02
113,Hey Flex! Still around $PTOO? :) Nice to,Aufklaerung,2013-05-02
114,PTOO~ Could be good~,Flex,2013-05-02
115,Hey flex PTOO saw unusual volume today,DITRstocks,2013-05-02
116,Have not been following it lately~ Looks to,Flex,2013-05-02
117,a wake up here for PTOO,DITRstocks,2013-05-02
118,Like what I see here,DITRstocks,2013-05-02
119,I'd say so too man. Let's watch it,Aufklaerung,2013-05-03
120,Ya I miss your support when you promise,Flex,2013-05-03
121,PTOO is looking great here,DITRstocks,2013-05-03
122,"PITOOEY!™, Inc. is a digital marketing agency that",StockMasterTalk,2013-05-03
123,"PTOO might be heating up here shortly, starting",StockMasterTalk,2013-05-03
124,"Watching this video right now, its the story",StockMasterTalk,2013-05-03
125,PTOO News: http://pitooey.com/category/news/,StockMasterTalk,2013-05-03
126,I love companies that do what they say,nit2win,2013-05-03
127,Completely agree with you nit2win. Did you see,StockMasterTalk,2013-05-03
128,Completely agree!Anyone who has done an ounce of,nit2win,2013-05-03
129,A few small hits the past two days,Awaken,2013-05-03
130,<DELETED>,<DELETED>,2013-05-03
131,<DELETED>,<DELETED>,2013-05-03
132,<DELETED>,<DELETED>,2013-05-03
133,<DELETED>,<DELETED>,2013-05-03
134,<DELETED>,<DELETED>,2013-05-03
135,<DELETED>,<DELETED>,2013-05-03
136,Really . No volume. I think we see,A_1daytrader,2013-05-03
137,Wasn't that coming weeks ago from Tina at,Awaken,2013-05-03
138,That would be nice. I better jump on,StockMasterTalk,2013-05-03
139,"Absolutely, the app industry will just continue to",StockMasterTalk,2013-05-03
140,<DELETED>,<DELETED>,2013-05-03
141,PTOO may be quiet now but may be,Awaken,2013-05-03
142,It's been over an hour and no buys.,A_1daytrader,2013-05-03
143,Looking forward to a press release here for PTOO,DITRstocks,2013-05-03
144,SO FAR so good i like what i,TechnoAnalyst,2013-05-03
145,i see! $PTOO,TechnoAnalyst,2013-05-03
146,Is there a target on this...i heard it,TechnoAnalyst,2013-05-03
147,got a starter thanks!!!,TechnoAnalyst,2013-05-03
148,<DELETED>,<DELETED>,2013-05-03
149,<DELETED>,<DELETED>,2013-05-03
150,<DELETED>,<DELETED>,2013-05-03
151,<DELETED>,<DELETED>,2013-05-03
152,<DELETED>,<DELETED>,2013-05-03
153,Let's stay on topic: PTOO,Big_Money_Upward,2013-05-05
154,<DELETED>,<DELETED>,2013-05-05
155,YEP.. WAITING FOR THE DROP..,K00LAID_4SALE,2013-05-05
156,<DELETED>,<DELETED>,2013-05-05
157,<DELETED>,<DELETED>,2013-05-05
158,PTOO Technology Brings Businesses and Consumers Closer Together,MissionIR,2013-05-06
159,PTOO up 6% here,DITRstocks,2013-05-06
160,news filing is due here,DITRstocks,2013-05-06
161,"Do you know when the filing is due, DITR?",Aufklaerung,2013-05-06
162,"Looking to break that 50MA soon, bud!",Aufklaerung,2013-05-06
163,as per filings one is due very soon,DITRstocks,2013-05-06
164,A break of the 50 day would be,DITRstocks,2013-05-06
165,"Agreed, bud! Sky high after that break IMO!",Aufklaerung,2013-05-06
166,"PITOOEY!, Inc. Enters Into Financing AgreementPHOENIX, May 7,",Jbob,2013-05-07
167,"Nice close up for PTOO, should be a",StockMasterTalk,2013-05-07
168,"Intelliace agreed to loan PITOOEY!, Inc. up to",Big_Money_Upward,2013-05-07
169,"Intelliace agreed to loan PITOOEY!, Inc. up to",DITRstocks,2013-05-07
170,PTOO Secures Additional Financing with Intelliace Investment Agreement,MissionIR,2013-05-07
171,Great news they really can use this financing,DITRstocks,2013-05-07
172,Very nice financing news over here at $PTOO! :),Aufklaerung,2013-05-07
173,GM all......Hammer,Hammer1,2013-05-08
174,PTOO looking like EYES ON THIS ONE.......Hammer,Hammer1,2013-05-08
175,PTOO is a FULLY REPORTING and AUDITED CO.........Hammer,Hammer1,2013-05-08
176,RECENT PTOO NEWS IS KILLER..........Hammer,Hammer1,2013-05-08
177,PTOO NEWS LINKS......Hammer,Hammer1,2013-05-08
178,PTOO has some NICE EYES FROM BARCHARTS......Hammer,Hammer1,2013-05-08
179,BARCHARTS SAYS HOLD PTOO......Hammer,Hammer1,2013-05-08
180,BARCHARTS LINK.......Hammer,Hammer1,2013-05-08
181,PTOO CHART GOING POSITIVE HERE.......Hammer,Hammer1,2013-05-08
182,PTOO CHART LINKS......Hammer,Hammer1,2013-05-08
183,PTOO GONNA HAVE LOTS OF EYES ON HER.......SOCIAL,Hammer1,2013-05-08
184,PTOO NEW OUT.....HUGE FINANCING......Hammer,Hammer1,2013-05-08
185,PTOO NEWS LINKS......HUGE.....Hammer,Hammer1,2013-05-08
186,PTOO NEWS LINKS......Hammer,Cabroncita,2013-05-08
187,PTOO is fully reporting and audited...sweet!!,Cabroncita,2013-05-08
188,PTOO News: http://pitooey.com/category/news/,Cabroncita,2013-05-08
189,PTOO boardmarks on the rise!,Hooka,2013-05-08
190,"PITOOEY!, Inc. Enters Into Financing Agreement",Hooka,2013-05-08
191,"PHOENIX, May 7, 2013 /PRNewswire/ -- PITOOEY!(TM) Inc.,",Hooka,2013-05-08
192,"Jacob DiMartino, CEO, PITOOEY!, Inc. states: ""The number",Hooka,2013-05-08
193,"Intelliace agreed to loan PITOOEY!, Inc. up to",Hooka,2013-05-08
194,"PITOOEY!™, Inc. is a digital marketing agency that",Cabroncita,2013-05-08
195,"PITOOEY!, Inc. is a complete digital marketing agency",Hooka,2013-05-08
196,"According to David Sonkin, President of Pitooey, Inc.:",Hooka,2013-05-08
197,"They sure are Hooka, lots of people watching PTOO!",Cabroncita,2013-05-08
198,<DELETED>,<DELETED>,2013-05-08
199,PTOO website - http://www.Pitooey.com,Hooka,2013-05-08
200,"PTOO might be heating up here shortly, starting",Cabroncita,2013-05-08
201,PTOO - PITOOEY! is excited to help you,Hooka,2013-05-08
202,PTOO - search and add your favorite places,Hooka,2013-05-08
203,The app industry will just continue to grow,Cabroncita,2013-05-08
204,PTOO - - find new places near you,Hooka,2013-05-08
205,PTOO - ‘auto-magically’ build your list based on,Hooka,2013-05-08
206,PTOO - receive notifications only from companies on,Hooka,2013-05-08
207,"PTOO - - find, save and redeem offers",Hooka,2013-05-08
208,PTOO Note: this is the beta release which,Hooka,2013-05-08
209,$PTOO news came out yesterday.,fast.money,2013-05-08
210,PTOO on facebook https://www.facebook.com/PITOOEYapp,Hooka,2013-05-08
211,PTOO on Twitter - https://twitter.com/pitooey,Hooka,2013-05-08
212,"News from yesterday...PITOOEY!, Inc. Enters Into Financing Agreement",Cabroncita,2013-05-08
213,PTOO on instagram - http://instagram.com/pitooey,Hooka,2013-05-08
214,PITOOEY!™ Has Announced Massive Expansion Into 50 New,Hooka,2013-05-08
215,That was nice news for sure Tommy!,Cabroncita,2013-05-08
216,"PHOENIX, March 28, 2013 /PRNewswire/ -- PITOOEY! Inc.,",Hooka,2013-05-08
217,"David Sonkin, President and Co-Founder of PITOOEY!, Inc.,",Hooka,2013-05-08
218,"Beginning on Tuesday, March 26th, in its final",Hooka,2013-05-08
219,"In an effort to directly involve consumers, users",Hooka,2013-05-08
220,PTOO on watch for sure,Hooka,2013-05-08
221,THIS ONE CAME UP EARLY ON MY SCANS......PTOO......Hammer,Hammer1,2013-05-08
222,PITOOEY! represents a significant shift in the way,Hooka,2013-05-08
223,"When asked about the 50/50 campaign, founder of",Hooka,2013-05-08
224,"It sure is Hooka, getting a lot of",Cabroncita,2013-05-08
225,PTOO HUGE FINANCING NEWS OUT......Hammer,Hammer1,2013-05-08
226,"To download the app, go to http://itun.es/us/ilLxJ.i. ",Hooka,2013-05-08
227,Thanks Cabroncita for that great news for $PTOO,fast.money,2013-05-08
228,PTOO - Rockstar Digital: http://rockstar-digital.com/,Hooka,2013-05-08
229,PTOO -  Email: InvestorRelations@pitooey.com,Hooka,2013-05-08
230,"That is for sure Hammer, HUGE FINANCE NEWS!!",Cabroncita,2013-05-08
231,PTOO NEWS RE-CAP.......Hammer,Hammer1,2013-05-08
232,You are welcome Tommy...sure looks to be headed,Cabroncita,2013-05-08
233,"PTOO - ""The number one reason companies fail",Hooka,2013-05-08
234,"Additionally, PITOOEY! reserves the right to sell up",Hooka,2013-05-08
235,PTOO  ‘auto-magically’ build your list based on,Cabroncita,2013-05-08
236,"PITOOEY! Mobile Inc., Choice One Mobile Inc., and",Hooka,2013-05-08
237,"""A significant percentage of international media and marketing",Hooka,2013-05-08
238,"PITOOEY!, Inc. Enters Into Financing Agreement",Cabroncita,2013-05-08
239,Pitooey! filters and analyzes the clients' particular needs,Hooka,2013-05-08
240,"$PTOOForm 8-K for PITOOEY!, INC. ",fast.money,2013-05-08
241,Two MM's left at 1.10 for PTOO,Hooka,2013-05-08
242,PTOO website - http://www.Pitooey.com,Cabroncita,2013-05-08
243,PTOO - Daily Candlesticks,Hooka,2013-05-08
244,"Intelliace agreed to loan PITOOEY!, Inc. up to",Cabroncita,2013-05-08
245,Weekly Candlesticks for PTOO,Hooka,2013-05-08
246,PTOO - PITOOEY! is excited to help you,Cabroncita,2013-05-08
247,Detailed Quote for PTOO,Hooka,2013-05-08
248,PTOO - receive notifications only from companies on,Cabroncita,2013-05-08
249,Analysis for PTOO,Hooka,2013-05-08
250,PTOO has a tiny float........Hammer,Hammer1,2013-05-08
251,PTOO on Twitter - https://twitter.com/pitooey,Cabroncita,2013-05-08
252,PTOO Expotential Moving Average (EMA) Analysis,Hooka,2013-05-08
253,PTOO - - find new places near you,Cabroncita,2013-05-08
254,PTOO CONFIRMED 24MIL. in FLOAT.......Hammer,Hammer1,2013-05-08
255,PTOO Moving Average Convergence Divergence (MACD) Analysis,Hooka,2013-05-08
256,"PTOO - - find, save and redeem offers",Cabroncita,2013-05-08
257,PTOO Three Day Displaced Moving Average(TDD) Analysis,Hooka,2013-05-08
258,PITOOEY!™ Has Announced Massive Expansion Into 50 New,Cabroncita,2013-05-08
259,PTOO Fibonacci Analysis,Hooka,2013-05-08
260,$PTOO looking good right now.,fast.money,2013-05-08
261,PTOO Trend Analysis,Hooka,2013-05-08
262,PTOO Stochastic Analysis,Hooka,2013-05-08
263,PTOO Low Analysis,Hooka,2013-05-08
264,I agree it is Tommy!,Cabroncita,2013-05-08
265,PTOO Relative Strength Index (RSI) Analysis,Hooka,2013-05-08
266,That's great news for $PTOO Cabroncita,fast.money,2013-05-08
267,"David Sonkin, President and Co-Founder of PITOOEY!, Inc.,",Cabroncita,2013-05-08
268,Traders Cheat Sheet for PTOO,Hooka,2013-05-08
269,It sure is Tommy!!  This should rocket,Cabroncita,2013-05-08
270,Technical Analysis Summary for PTOO,Hooka,2013-05-08
271,"Beginning on Tuesday, March 26th, in its final",Cabroncita,2013-05-08
272,"In an effort to directly involve consumers, users",Cabroncita,2013-05-08
273,PTOO is OTCQB http://www.otcmarkets.com/stock/PTOO/quote,Hooka,2013-05-08
274,PITOOEY! represents a significant shift in the way,Cabroncita,2013-05-08
275,PTOO - Business Description,Hooka,2013-05-08
276,"With that type of FINANCING, PTOO will bring",Hammer1,2013-05-08
277,PTOO - Contact Info,Hooka,2013-05-08
278,PTOO - Email: InvestorRelations@pitooey.com,Cabroncita,2013-05-08
279,"PTOO - Market Value	$110,612,571	a/o May 07, 2013",Hooka,2013-05-08
280,That is exactly right Hammer...it certainly will!,Cabroncita,2013-05-08
281,"PTOO - Shares Outstanding	101,479,423	a/o Mar 31, 2013",Hooka,2013-05-08
282,PTOO a fully REPORTING and FILIING CO......Hammer,Hammer1,2013-05-08
283,"PITOOEY! Mobile Inc., Choice One Mobile Inc., and",Cabroncita,2013-05-08
284,"PTOO - Float	7,200,000	a/o Jan 16, 2013",Hooka,2013-05-08
285,PTOO CURRENT 8K.....NiCE INFO.....Hammer,Hammer1,2013-05-08
286,"$PTOOForm 8-K for PITOOEY!, INC.",Cabroncita,2013-05-08
287,"PTOO - Authorized Shares	300,000,000	a/o Feb 07, 2013",Hooka,2013-05-08
288,NICE TO SEE THIS PTOO TRANSPARANCY.........Hammer,Hammer1,2013-05-08
289,"Shareholders of Record	72	a/o Apr 01, 2013 for PTOO",Hooka,2013-05-08
290,Pitooey! filters and analyzes the clients' particular needs,Cabroncita,2013-05-08
291,I agree with you Hooka ,fast.money,2013-05-08
292,Security Notes for PTOO,Hooka,2013-05-08
293,Short Sales for PTOO http://www.otcmarkets.com/stock/PTOO/short-sales,Hooka,2013-05-08
294,Financials for PTOO http://www.otcmarkets.com/stock/PTOO/financials,Hooka,2013-05-08
295,$PTOO has a very small float!!,Cabroncita,2013-05-08
296,Detailed Quote for PTOO,Cabroncita,2013-05-08
297,Analysis for PTOO,Cabroncita,2013-05-08
298,PTOO Expotential Moving Average (EMA) Analysis,Cabroncita,2013-05-08
299,That is great....thanks for the confirmation Hammer!!,Cabroncita,2013-05-08
300,NICE VOL. STARTING UP HERE.......PTOO.....Hammer,Hammer1,2013-05-08
301,PTOO Fibonacci Analysis,Cabroncita,2013-05-08
302,BARCHARTS SAYS HOLD PTOO..........Hammer,Hammer1,2013-05-08
303,It sure is Hammer!!,Cabroncita,2013-05-08
304,PTOO Low Analysis,Cabroncita,2013-05-08
305,BARCHARTS LINKS......Hammer,Hammer1,2013-05-08
306,PTOO Trend Analysis,Cabroncita,2013-05-08
307,PTOO Moving Average Convergence Divergence (MACD) Analysis,Cabroncita,2013-05-08
308,WALLSTREETBULLS has a BUY OPINION ON PTOO.......NICE........Hammer,Hammer1,2013-05-08
309,PTOO Three Day Displaced Moving Average(TDD) Analysis,Cabroncita,2013-05-08
310,Technical Analysis Summary for PTOO,Cabroncita,2013-05-08
311,PTOO Stochastic Analysis,Cabroncita,2013-05-08
312,"You got it Caby, TA returned my EMAIL",Hammer1,2013-05-08
313,$PTOO indeed looking good as it's reflecting on,fast.money,2013-05-08
314,Nice news for $PTOO. the investment agreement will,fast.money,2013-05-08
315,Wow....that is great to know Hammer...thanks for sharing!,Cabroncita,2013-05-08
316,AGREE 100% TB....its PTOO GO TIME........Hammer,Hammer1,2013-05-08
317,You are right Tommy....heading into a nice afternoon,Cabroncita,2013-05-08
318,30min says PTOO is ready for a MOVE HERE........Hammer,Hammer1,2013-05-08
319,"$PTOO PITOOEY!, Inc. Enters Into Financing Agreement",fast.money,2013-05-08
320,"PHOENIX, May 7, 2013 /PRNewswire/ -- PITOOEY!(TM) Inc.,",fast.money,2013-05-08
321,"Just need a little more volume, then $PTOO",fast.money,2013-05-08
322,"$PTOO PITOOEY!, Inc. is a complete digital marketing agency",fast.money,2013-05-08
323,"$PTOO PITOOEY!, Inc. is comprised of three (3)",fast.money,2013-05-08
324,PTOO has a broad band of MOBILE APPLICATIONS,Hammer1,2013-05-08
325,Traders Cheat Sheet for PTOO,Cabroncita,2013-05-08
326,"About PITOOEY!(TM), Inc.:",fast.money,2013-05-08
327,PTOO should see a HUGE DEMAND FOR THIER PRODUCTS......Hammer,Hammer1,2013-05-08
328,Continued growth and development....sounds great Tommy!,Cabroncita,2013-05-08
329,"For more information on $PTOO, please visit:",fast.money,2013-05-08
330,That is right Tommy...volume before $$$,Cabroncita,2013-05-08
331,For further information contact on $PTOO:,fast.money,2013-05-08
332,PTOO is OTCQB http://www.otcmarkets.com/stock/PTOO/quote,Cabroncita,2013-05-08
333,I have heard of this before Cab. Volume,fast.money,2013-05-08
334,$PTOO Business Summary	 ,fast.money,2013-05-08
335,PTOO 1.05 x 1.10 Great News yesterday imo....,Hooka,2013-05-08
336,PTOO - Business Description,Cabroncita,2013-05-08
337,You are right.....you know with this financing news,Cabroncita,2013-05-08
338,PTOO - Contact Info,Cabroncita,2013-05-08
339,"Yes HOOKA, THE STREET LOVED THE PTOO NEWS......Hammer",Hammer1,2013-05-08
340,THE PTOO WEBSITE IS KILLER......Hammer,Hammer1,2013-05-08
341,PITOOEY! is excited to help you create the,Hammer1,2013-05-08
342,It sure is Hammer!!  Very informative and,Cabroncita,2013-05-08
343,PTOO on a TECHNICAL LOOK.......Hammer,Hammer1,2013-05-08
344,Short Sales for PTOO http://www.otcmarkets.com/stock/PTOO/short-sales,Cabroncita,2013-05-08
345,PTOO TECHNICAL LINKS......Hammer,Hammer1,2013-05-08
346,Security Notes for PTOO,Cabroncita,2013-05-08
347,"general question, did $PTOO ever trade in upper",fast.money,2013-05-08
348,PTOO MACD IS MOVING UP HERE........Hammer,Hammer1,2013-05-08
349,Financials for PTOO http://www.otcmarkets.com/stock/PTOO/financials,Cabroncita,2013-05-08
350,$PTOO trades on the OTCQB Tier www.otcmarkets.com/content/doc/otcm/tier/log,fast.money,2013-05-08
351,PTOO CHART LINK......Hammer,Hammer1,2013-05-08
352,$PTOO OTC Markets Company Info ~ ,fast.money,2013-05-08
353,$PTOO Business Description,fast.money,2013-05-08
354,"Tommy, that is a good question, sorry I",Cabroncita,2013-05-08
355,"$PTOO Pitooey!, Inc. ~ Contact Information",fast.money,2013-05-08
356,"PTOO - Market Value $110,612,571 a/o May 07, 2013",Cabroncita,2013-05-08
357,"$PTOO has only 7 mil in the float,",fast.money,2013-05-08
358,$PTOO Share Structure,fast.money,2013-05-08
359,Call to Co. and they are updating the,Hammer1,2013-05-08
360,New WEBSITE WILL BE INTERACTIVE.......Hammer,Hammer1,2013-05-08
361,"With this small 24,000 FLOAT any real VOL.",Hammer1,2013-05-08
362,PTOO and a nice CO. BIO HERE......Hammer,Hammer1,2013-05-08
363,PTOO's ROCKSTAR DIGITAL IS SICK.......Hammer,Hammer1,2013-05-08
364,THe float size is sick for $PTOO. It,fast.money,2013-05-08
365,$PTOO ~ Financial Reporting/Disclosure,fast.money,2013-05-08
366,$PTOO PITOOEY! - The Story (Part 1) : [yt]iyjFXZ7-ykc[/yt],fast.money,2013-05-08
367,$PTOO Key Statistics,fast.money,2013-05-08
368,$PTOO Pitooey! - 50 states in 50 days [yt]qIaH14s5Mhc[/yt],fast.money,2013-05-08
369,NICE DD TB.....PTOO ATTENTION IS MOUNTING......Hammer,Hammer1,2013-05-08
370,PTOO A FULLY REPORTING CO.   Hammer,Hammer1,2013-05-08
371,PTOO LATEST 10K.......Hammer,Hammer1,2013-05-08
372,PTOO and YOUTUBE TOGETHER.....Hammer,Hammer1,2013-05-08
373,PTOO YOUTUBE LINKS.....Hammer,Hammer1,2013-05-08
374,"Okay Hammer, thanks for the update!",Cabroncita,2013-05-08
375,You got it CABY.  GO PTOO.......Hammer,Hammer1,2013-05-08
376,ABOUT PTOO.......Hammer,Hammer1,2013-05-08
377,PTOO UPDATED WEBSITE.....Hammer,Hammer1,2013-05-08
378,$PTOO ~ Profile Data,fast.money,2013-05-08
379,$PTOO ~ Company Officers/Contacts,fast.money,2013-05-08
380,PTOO FULLY AUDITED......REAL DEAL CO.  Hammer,Hammer1,2013-05-08
381,Manhattan Transfer Registrar Co. is the Transfer Agent,fast.money,2013-05-08
382,"Yes as seen in the filings, fully reporting too",fast.money,2013-05-08
383,"$PTOO's latest 10-K released on April 1, 2013,",fast.money,2013-05-08
384,SPOKE WITH TA TODAY.....SS IS UNCHANGED FLOAT REMAINS 24MIL.....Hammer,Hammer1,2013-05-08
385,PTOO HAS A GREAT VIDEO OUT.....Hammer,Hammer1,2013-05-08
386,Nice!! Float for $PTOO remains 24 Mil!! nice!!!!!,fast.money,2013-05-08
387,$PTOO ~ Business Development and Summary,fast.money,2013-05-08
388,PTOO NICE BUSINESS MISSION......Hammer,Hammer1,2013-05-08
389,PTOO MISSION LINKS......Hammer,Hammer1,2013-05-08
390,MAJOR SOCIAL MEDIA BUZZ GOING ON WITH PTOO.,Hammer1,2013-05-08
391,YES SIR TB CONFIRMED!   PTOO.......Hammer,Hammer1,2013-05-08
392,PTOO BOARD MARKS UP 8 FROM OPEN.......Hammer,Hammer1,2013-05-08
393,"I posted the CURRENT 8k and 10k, they",Hammer1,2013-05-08
394,"TB, we should be seeing the 10Q out",Hammer1,2013-05-08
395,$PTOO ~ Principal Services and Principal Markets,fast.money,2013-05-08
396,"$PTOO PITOOEY! MOBILE, INC.",fast.money,2013-05-08
397,The PITOOEY! TM mobile application (currently available on,fast.money,2013-05-08
398,"On the PITOOEY! TM app, customers search for",fast.money,2013-05-08
399,PTOO float is 7 Million. Super buy @,SLEEPER STOCKS,2013-05-08
400,A business may upload any number of customizable,fast.money,2013-05-08
401,The PITOOEY! TM app was first submitted to,fast.money,2013-05-08
402,"I think the float should be 24 Million,",fast.money,2013-05-08
403,"$PTOO CHOICE ONE MOBILE, INC.",fast.money,2013-05-08
404,YOUR FLOAT #s are 7MIL......Hmmmmmmmmmmmmmmm  Maybe TA,Hammer1,2013-05-08
